테이블 영문명,기존 컬럼영문명,표준용어 컬럼영문명,기존컬럼한글명,표준용어컬럼한글명
mng_log,mng_desc,DTL_EXP,상세내용,상세내용
lms_menu,menu_idx,MENU_SN,1차메뉴관리인덱스,메뉴일련번호
lms_menu,menu_mode,MENU_TYPE,적용모드,메뉴유형
lms_menu,menu_name,MENU_NM,메뉴명,메뉴명
lms_menu,menu_link,MENU_PATH_NM,메뉴링크URL,메뉴경로명
lms_menu,menu_img,MENU_IMG_PATH_NM,메뉴이미지파일경로,메뉴이미지경로명
lms_menu,menu_rank,MENU_SORT_SEQ,노출순서,메뉴정렬순서
lms_menu,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
lms_menu,reg_date,CRT_DT,생성일,생성일시
lms_menu,upd_date,MDFCN_DT,수정일,수정일시
lms_menu_child,menu_child_idx,MENU_SN,2차메뉴관리인덱스,메뉴일련번호
lms_menu_child,menu_idx,UP_MENU_SN,메뉴관리1차테이블인덱스,상위메뉴일련번호
lms_menu_child,menu_name,MENU_NM,메뉴명,메뉴명
lms_menu_child,menu_link,MENU_PATH_NM,메뉴링크URL,메뉴경로명
lms_menu_child,menu_param,,메뉴추가변수값,
lms_menu_child,menu_img,MENU_IMG_PATH_NM,메뉴이미지파일경로,메뉴이미지경로명
lms_menu_child,menu_rank,MENU_SORT_SEQ,노출순서,메뉴정렬순서
lms_menu_child,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
lms_menu_child,reg_date,CRT_DT,생성일,생성일시
lms_menu_child,upd_date,MDFCN_DT,수정일,수정일시
cht_content,content_idx,ITNT_SN,인텐트인덱스,인텐트일련번호
cht_content,content_lvl,,인텐트레벨,
cht_content,up_idx,,상위인덱스,
cht_content,content,,인텐트내용,
cht_content,content_descript,,인텐트설명,
cht_content,url_link,URL_ADDR,URL경로,URL주소
cht_content,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
cht_content,reg_date,CRT_DT,생성일,생성일시
cht_content,upd_date,MDFCN_DT,수정일,수정일시
cht_content,is_view,INDCT_YN,노출여부,표시여부
cht_content,is_sys,,시스템인텐트구분,
cht_content,imgurl,IMG_URL_ADDR,이미지URL,이미지URL주소
cht_content,types,INDCT_YN,노출유형구분,표시여부
cht_keyword,keyword_idx,KWD_SN,키워드인덱스,키워드일련번호
cht_keyword,content_idx,ITNT_SN,챗봇컨텐츠테이블인덱스,인텐트일련번호
cht_keyword,keyword,,형태소키워드,
cht_keyword,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
cht_keyword,reg_date,CRT_DT,생성일,생성일시
cht_keyword,upd_date,MDFCN_DT,수정일,수정일시
cht_history,cht_history_idx,RCD_SN,컨텐츠인덱스,기록일련번호
cht_history,content_idx,,컨텐츠레벨,
cht_history,cht_history,,챗봇내용,
cht_history,types,RSPNS_TYPE,응답유형,응답유형
cht_history,remark,RSPNS_TYPE,응답유형,응답유형
cht_history,cht_owner,CHT_OWNER,대화주제,대화주제
cht_history,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
cht_history,reg_date,CRT_DT,생성일,생성일시
cht_history,cht_id,,세션키,
member,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
member,mem_id,ID,학습자아이디,아이디
member,mem_pw,PW,학습자비밀번호,비밀번호
member,mem_name,STDNT_NM,학습자명,학생명
member,mem_birth,DOB,생년월일,생년월일
member,mem_gender,SEX,"성별(M,W)",성별
member,mem_hp1,PFX_CD,연락처1,지역번호
member,mem_hp2,EXCH_NUM,연락처2,전화번호앞자리
member,mem_hp3,LN_NUM,연락처3,전화번호뒷자리
member,mem_email1,EMAIL_ID,이메일1,이메일ID
member,mem_email2,DMN_ADD,이메일2,도메인주소
member,is_secede,WHDWL_YN,"탈퇴여부(N,Y)",탈퇴여부
member,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
member,wrong_num,PW_WR_CNT,비밀번호틀린횟수,비밀번호실패횟수
member,pv_policy_agree,PRVC_CLCT_AGRE_YN,"개인정보수집약관동의(Y,N)",개인정보수집동의여부
member,use_policy_agree,UTZTN_TRMS_AGRE_YN,"이용약관동의(Y,N)",이용약관동의여부
member,reg_date,CRT_DT,생성일,생성일시
member,upd_date,MDFCN_DT,수정일,수정일시
member,is_old,EXS_MBR_YN,기존회원여부,기존회원여부
member,pw_date,PW_CHN_DT,비밀번호변경일,비밀번호변경일시
member_secede,mem_scd_idx,RCD_SN,학습자탈퇴인덱스,기록일련번호
member_secede,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
member_secede,scd_cause,WHDWL_RSN,탈퇴사유,탈퇴사유
member_secede,scd_desc,WHDWL_RSN,탈퇴상세사유,탈퇴사유
member_secede,reg_date,WHDWL_DT,생성일,탈퇴일시
lec_study_log,lec_study_log_idx,DSCTN_SN,과정수강내역인덱스,내역일련번호
lec_study_log,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
lec_study_log,cls_idx,CYCL_SN,차수인덱스,차수일련번호
lec_study_log,lec_regi_idx,LEC_APP_SN,과정수강신청인덱스,과정수강신청일련번호
lec_study_log,start_date,BGNG_DT,시작일,시작일시
lec_study_log,end_date,END_DT,종료일,종료일시
lec_study_log,pro_rate,PRGRT,진도율,진행률
lec_study_log,pro_score,PRGRT_SCR,진도율점수,진행률점수
lec_study_log,ex_rate,TEST_CNVS_SCR,시험상대점수,시험환산점수
lec_study_log,ex_score,TEST_SCR,시험원점수,시험점수
lec_study_log,hw_rate,ASMT_CNVS_SCR,과제상대점수,과제환산점수
lec_study_log,hw_score,ASMT_SCR,과제원점수,과제점수
lec_study_log,total_score,LAST_SCR,총점수,최종점수
lec_study_log,state,STATE,학습상태,상태
lec_study_log,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
lec_study_log,reg_date,CRT_DT,생성일,생성일시
lec_study_log,upd_date,MDFCN_DT,수정일,수정일시
cms_study_log,cms_study_log_idx,DSCTN_SN,컨텐츠수강내역인덱스,내역일련번호
cms_study_log,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
cms_study_log,cms_idx,CONTS_SN,컨텐츠인덱스,콘텐츠일련번호
cms_study_log,cms_regi_idx,CONTS_APP_SN,컨텐츠수강신청인덱스,콘텐츠수강신청일련번호
cms_study_log,start_date,BGNG_DT,시작일,시작일시
cms_study_log,end_date,END_DT,종료일,종료일시
cms_study_log,pro_rate,PRGRT,진도율,진행률
cms_study_log,pro_score,PRGRT_SCR,진도율점수,진행률점수
cms_study_log,ex_rate,TEST_CNVS_SCR,시험상대점수,시험환산점수
cms_study_log,ex_score,TEST_SCR,시험원점수,시험점수
cms_study_log,hw_rate,ASMT_CNVS_SCR,과제상대점수,과제환산점수
cms_study_log,hw_score,ASMT_SCR,과제원점수,과제점수
cms_study_log,total_score,LAST_SCR,총점수,최종점수
cms_study_log,state,STATE,상태,상태
cms_study_log,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
cms_study_log,reg_date,CRT_DT,생성일,생성일시
cms_study_log,upd_date,MDFCN_DT,수정일,수정일시
lec_exam_result,lec_ex_result_idx,RSLT_SN,과정별시험결과인덱스,결과일련번호
lec_exam_result,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
lec_exam_result,lec_study_log_idx,LEC_STD_SN,과정수강내역인덱스,과정수강내역일련번호
lec_exam_result,cls_idx,CYCL_SN,차수인덱스,차수일련번호
lec_exam_result,exam_ip,USER_IP_ADDR,응시자IP,사용자IP주소
lec_exam_result,start_date,BGNG_DT,시작일시,시작일시
lec_exam_result,end_date,END_DT,종료일시,종료일시
lec_exam_result,is_scoring,GRDG_YN,"채점여부(Y,N)",채점여부
lec_exam_result,scoring_date,GRDR_DT,채점일시,채점일시
lec_exam_result,t_id,GRDR_ID,채점자ID,채점자ID
lec_exam_result,scoring_ip,GRDR_IP_ADDR,채점자IP,채점자IP주소
lec_exam_result,ex_score,TEST_SCR,시험점수,시험점수
lec_exam_result,exam_result,EXM_RSLT,시험결과,시험결과
lec_exam_result,exam_comment,EXM_RSLT_DTL,시험결과코멘트,시험결과상세내용
cms_exam_result,cms_ex_result_idx,RSLT_SN,컨텐츠별시험결과인덱스,결과일련번호
cms_exam_result,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
cms_exam_result,cms_study_log_idx,CONTS_STD_SN,컨텐츠수강내역인덱스,콘텐츠수강내역일련번호
cms_exam_result,cms_idx,CONTS_SN,컨텐츠인덱스,콘텐츠일련번호
cms_exam_result,exam_ip,USER_IP_ADDR,응시자IP,사용자IP주소
cms_exam_result,start_date,BGNG_DT,시작일시,시작일시
cms_exam_result,end_date,END_DT,종료일시,종료일시
cms_exam_result,is_scoring,GRDG_YN,"채점여부(Y,N)",채점여부
cms_exam_result,scoring_date,GRDR_DT,채점일시,채점일시
cms_exam_result,t_id,GRDR_ID,채점자ID,채점자ID
cms_exam_result,scoring_ip,GRDR_IP_ADDR,채점자IP,채점자IP주소
cms_exam_result,ex_score,TEST_SCR,시험점수,시험점수
cms_exam_result,exam_result,EXM_RSLT,시험결과,시험결과
cms_exam_result,exam_comment,EXM_RSLT_DTL,시험결과코멘트,시험결과상세내용
lec_homework_result,lec_hw_result_idx,RSLT_SN,과정별과제결과인덱스,결과일련번호
lec_homework_result,hw_idx,ASMT_SN,과제인덱스,과제일련번호
lec_homework_result,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
lec_homework_result,lec_study_log_idx,LEC_STD_SN,과정수강내역인덱스,과정수강내역일련번호
lec_homework_result,cls_idx,CYCL_SN,차수인덱스,차수일련번호
lec_homework_result,hw_content,ASMT_CN,과제제출내용,과제내용
lec_homework_result,hw_file,ATCH_FILE,과제제출파일,첨부파일
lec_homework_result,hw_file_name,ATCH_FILE_NM,과제제출파일명,첨부파일명
lec_homework_result,reg_date,SBMSN_DT,제출일시,제출일시
lec_homework_result,is_scoring,GRDG_YN,"채점여부(Y,N)",채점여부
lec_homework_result,hw_score,ASMT_SCR,과제점수,과제점수
lec_homework_result,homework_comment,HW_DTL,과제코멘트,과제상세내용
lec_homework_result,t_id,GRDR_ID,채점자ID,채점자ID
lec_homework_result,scoring_ip,GRDR_IP_ADDR,채점자IP,채점자IP주소
lec_homework_result,scoring_date,GRDR_DT,채점일시,채점일시
cms_homework_result,cms_hw_result_idx,RSLT_SN,컨텐츠별과제결과인덱스,결과일련번호
cms_homework_result,hw_idx,ASMT_SN,과제인덱스,과제일련번호
cms_homework_result,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
cms_homework_result,cms_study_log_idx,CONTS_STD_SN,컨텐츠수강내역인덱스,콘텐츠수강내역일련번호
cms_homework_result,cms_idx,CONTS_SN,컨텐츠인덱스,콘텐츠일련번호
cms_homework_result,hw_content,ASMT_CN,과제제출내용,과제내용
cms_homework_result,hw_file,ATCH_FILE,과제제출파일,첨부파일
cms_homework_result,hw_file_name,ATCH_FILE_NM,과제제출파일명,첨부파일명
cms_homework_result,reg_date,SBMSN_DT,제출일시,제출일시
cms_homework_result,is_scoring,GRDG_YN,"채점여부(Y,N)",채점여부
cms_homework_result,hw_score,ASMT_SCR,과제점수,과제점수
cms_homework_result,homework_comment,HW_DTL,과제코멘트,과제상세내용
cms_homework_result,t_id,GRDR_ID,채점자ID,채점자ID
cms_homework_result,scoring_ip,GRDR_IP_ADDR,채점자IP,채점자IP주소
cms_homework_result,scoring_date,GRDR_DT,채점일시,채점일시
lec_progress,lec_pro_idx,LCTR_PRGRT_SN,과정진도율인덱스,과정진행률일련번호
lec_progress,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
lec_progress,lec_study_log_idx,LEC_STD_SN,과정수강내역인덱스,과정수강내역일련번호
lec_progress,cls_idx,CYCL_SN,차수인덱스,차수일련번호
lec_progress,cha_idx,CONTS_CHAPTER_SN,컨텐츠차시인덱스,콘텐츠차시일련번호
lec_progress,total_time,TTRHR,챕터총시간,총교육시간
lec_progress,pro_time,EDU_HR,수강시간,교육시간
lec_progress,pro_rate,PRGRT,진도율,진행률
lec_progress,pro_cnt,ATND_CNT,횟수,수강횟수
lec_progress,start_date,BGNG_DT,최초시작일시,시작일시
lec_progress,end_date,END_DT,최초종료일시,종료일시
lec_progress,pro_ip,USER_IP_ADDR,수강IP,사용자IP주소
lec_progress,reg_date,CRT_DT,생성일,생성일시
lec_progress,kcb_date,CERT_DT,본인인증일,인증일시
lec_progress_detail,lec_pro_detail_idx,LCTR_PRGRT_DTL_SN,과정진도율상세인덱스,과정진행률상세일련번호
lec_progress_detail,lec_pro_idx,LCTR_PRGRT_SN,과정진도율인덱스,과정진행률일련번호
lec_progress_detail,page_num,PAGE_NO,페이지번호,쪽번호
lec_progress_detail,total_time,TTRHR,총시간,총교육시간
lec_progress_detail,pro_time,EDU_HR,수강시간,교육시간
lec_progress_detail,pro_rate,PRGRT,진도율,진행률
lec_progress_detail,pro_cnt,ATND_CNT,횟수,수강횟수
lec_progress_detail,start_date,BGNG_DT,시작일시,시작일시
lec_progress_detail,end_date,END_DT,종료일시,종료일시
lec_progress_detail,pro_ip,USER_IP_ADDR,수강IP,사용자IP주소
lec_progress_detail,reg_date,CRT_DT,생성일,생성일시
lec_progress_detail,end_frame,,종료프레임,
lec_progress_detail_log,lec_pro_detail_log_idx,LCTR_PRGRT_LOG_SN,과정진도율상세로그인덱스,과정진행률상세로그일련번호
lec_progress_detail_log,lec_pro_detail_idx,LCTR_PRGRT_DTL_SN,과정진도율상세인덱스,과정진행률상세일련번호
lec_progress_detail_log,start_date,BGNG_DT,시작일시,시작일시
lec_progress_detail_log,end_date,END_DT,종료일시,종료일시
lec_progress_detail_log,pro_time,EDU_HR,수강시간,교육시간
lec_progress_detail_log,pro_ip,USER_IP_ADDR,수강IP,사용자IP주소
lec_progress_detail_log,end_frame,,종료프레임,
cms_progress,cms_pro_idx,CONTS_PRGRT_SN,컨텐츠진도율인덱스,콘텐츠진행률일련번호
cms_progress,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
cms_progress,cms_study_log_idx,CONTS_STD_SN,컨텐츠수강내역인덱스,콘텐츠수강내역일련번호
cms_progress,cms_idx,CONTS_SN,컨텐츠인덱스,콘텐츠일련번호
cms_progress,cha_idx,CONTS_CHAPTER_SN,컨텐츠차시인덱스,콘텐츠차시일련번호
cms_progress,total_time,TTRHR,챕터총시간,총교육시간
cms_progress,pro_time,EDU_HR,수강시간,교육시간
cms_progress,pro_rate,PRGRT,진도율,진행률
cms_progress,pro_cnt,ATND_CNT,횟수,수강횟수
cms_progress,start_date,BGNG_DT,최초시작일시,시작일시
cms_progress,end_date,END_DT,최초종료일시,종료일시
cms_progress,pro_ip,USER_IP_ADDR,수강IP,사용자IP주소
cms_progress,reg_date,CRT_DT,생성일,생성일시
cms_progress,kcb_date,CERT_DT,본인인증일,인증일시
cms_progress_detail,cms_pro_detail_idx,CONTS_PRGRT_DTL_SN,컨텐츠진도율상세인덱스,콘텐츠진행률상세일련번호
cms_progress_detail,cms_pro_idx,CONTS_PRGRT_SN,컨텐츠진도율인덱스,콘텐츠진행률일련번호
cms_progress_detail,page_num,PAGE_NO,페이지번호,쪽번호
cms_progress_detail,total_time,TTRHR,총시간,총교육시간
cms_progress_detail,pro_time,EDU_HR,수강시간,교육시간
cms_progress_detail,pro_rate,PRGRT,진도율,진행률
cms_progress_detail,pro_cnt,ATND_CNT,횟수,수강횟수
cms_progress_detail,start_date,BGNG_DT,시작일시,시작일시
cms_progress_detail,end_date,END_DT,종료일시,종료일시
cms_progress_detail,pro_ip,USER_IP_ADDR,수강IP,사용자IP주소
cms_progress_detail,reg_date,CRT_DT,생성일,생성일시
cms_progress_detail,end_frame,,종료프레임,
cms_progress_detail_log,cms_pro_detail_log_idx,CONTS_PRGRT_LOG_SN,컨텐츠진도율상세로그인덱스,콘텐츠진행률상세로그일련번호
cms_progress_detail_log,cms_pro_detail_idx,CONTS_PRGRT_DTL_SN,컨텐츠진도율상세인덱스,콘텐츠진행률상세일련번호
cms_progress_detail_log,start_date,BGNG_DT,시작일시,시작일시
cms_progress_detail_log,end_date,END_DT,종료일시,종료일시
cms_progress_detail_log,pro_time,EDU_HR,수강시간,교육시간
cms_progress_detail_log,pro_ip,USER_IP_ADDR,수강IP,사용자IP주소
cms_progress_detail_log,end_frame,,종료프레임,
like_lecture,like_lec_idx,ITRST_LCTR_SN,관심과정인덱스,관심과정일련번호
like_lecture,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
like_lecture,cls_idx,CYCL_SN,차수인덱스,차수일련번호
like_lecture,cms_idx,CONTS_SN,컨텐츠인덱스,콘텐츠일련번호
like_lecture,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
lec_certi,lec_certi_idx,ISSU_SN,과정수료증발급인덱스,수료증발급일련번호
lec_certi,lec_study_log_idx,LEC_STD_SN,과정수강내역인덱스,과정수강내역일련번호
lec_certi,reg_date,CRT_DT,생성일,생성일시
lec_certi,upd_date,MDFCN_DT,수정일,수정일시
cms_certi,cms_certi_idx,ISSU_SN,컨텐츠수료증발급인덱스,수료증발급일련번호
cms_certi,cms_study_log_idx,CONTS_STD_SN,수료증관리인덱스,콘텐츠수강내역일련번호
cms_certi,reg_date,CRT_DT,생성일,생성일시
cms_certi,upd_date,MDFCN_DT,수정일,수정일시
badge_grade,bdg_idx,GRD_SN,등급인덱스,등급일련번호
badge_grade,bdg_name,GRD_NM,등급이름,등급명
badge_grade,bdg_msg,GRD_CN,등급메시지,등급내용
badge_grade,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
badge_grade,reg_date,CRT_DT,생성일,생성일시
badge_grade,upd_date,MDFCN_DT,수정일,수정일시
badge_grade,bdg_rank,,뱃지등급,
badge_gradecalc,calc_idx,GRD_CRTR_SN,등급계산인덱스,등급기준일련번호
badge_gradecalc,bdg_idx,GRD_SN,등급인덱스,등급일련번호
badge_gradecalc,grademax,MAX_GRD,최대등급,최대등급
badge_gradecalc,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
badge_gradecalc,reg_date,CRT_DT,생성일,생성일시
badge_gradecalc,upd_date,MDFCN_DT,수정일,수정일시
badge_gradecalc,bdg_gbn,GRD_PCK,등급패킷,등급패킷
auth_records,auth_idx,RCD_SN,인증인덱스,기록일련번호
auth_records,mem_idx,STDNT_SN,학습자인덱스,학생일련번호
auth_records,lec_menu_child_idx,,메뉴관리2차테이블인덱스,
auth_records,course_idx,LEC_APP_NO,수강번호인덱스,수강번호
auth_records,cha_idx,CONTS_CHAPTER_SN,컨텐츠차시인덱스,콘텐츠차시일련번호
auth_records,auth_timestamp,CERT_DT,인증일,인증일시
exam_bank,ex_idx,QITEM_SN,시험문제은행인덱스,문제일련번호
exam_bank,lec_menu_idx,,과정카테고리1차테이블인덱스,
exam_bank,lec_menu_child_idx,,과정카테고리2차테이블인덱스,
exam_bank,is_lec,LCTR_XU_YN,과정전용여부,과정전용여부
exam_bank,is_cont,CONTS_XU_YN,컨텐츠전용여부,콘텐츠전용여부
exam_bank,ex_type,QITEM_TYPE,"문제타입(객관식,단답형,주관식)",문제유형
exam_bank,ex_title,QITEM_NM,문제명,문제명
exam_bank,ex_img,QITEM_IMG,문제이미지,문제이미지
exam_bank,ex_case1,CHO_OPT1,객관식보기1,객관식보기1
exam_bank,ex_case1_img,CHO_OPT_IMG1,객관식보기1이미지,객관식보기이미지1
exam_bank,ex_case2,CHO_OPT2,객관식보기2,객관식보기2
exam_bank,ex_case2_img,CHO_OPT_IMG2,객관식보기2이미지,객관식보기이미지2
exam_bank,ex_case3,CHO_OPT3,객관식보기3,객관식보기3
exam_bank,ex_case3_img,CHO_OPT_IMG3,객관식보기3이미지,객관식보기이미지3
exam_bank,ex_case4,CHO_OPT4,객관식보기4,객관식보기4
exam_bank,ex_case4_img,CHO_OPT_IMG4,객관식보기4이미지,객관식보기이미지4
exam_bank,ex_case5,CHO_OPT5,객관식보기5,객관식보기5
exam_bank,ex_case5_img,CHO_OPT_IMG5,객관식보기5이미지,객관식보기이미지5
exam_bank,ex_answer,ANS_SHT,문제답,답안
exam_bank,ex_answer_img,CRANS_IMG,문제답이미지,정답이미지
exam_bank,ex_tip,SLTN,문제해설,해설
exam_bank,ex_tip_img,CRANS_EXPLN_IMG,문제해설이미지,해설이미지
exam_bank,is_view,INDCT_YN,"노출여부(Y,N)",표시여부
exam_bank,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
exam_bank,reg_date,CRT_DT,생성일,생성일시
exam_bank,upd_date,MDFCN_DT,수정일,수정일시
exam_bank,t_id,INSTR_ID,강사아이디,강사ID
homework_bank,hw_idx,QITEM_SN,과제문제은행인덱스,문제일련번호
homework_bank,lec_menu_idx,,과정카테고리1차테이블인덱스,
homework_bank,lec_menu_child_idx,,과정카테고리2차테이블인덱스,
homework_bank,is_lec,LCTR_XU_YN,과정전용여부,과정전용여부
homework_bank,is_cont,CONTS_XU_YN,컨텐츠전용여부,콘텐츠전용여부
homework_bank,hw_title,ASMT_NM,과제명,과제명
homework_bank,hw_title_img,ASMT_IMG,과제이미지,과제이미지
homework_bank,hw_content,ASMT_EXPLN,과제설명,과제설명
homework_bank,hw_content_img,ASMT_EXPLN_IMG,과제설명이미지,과제설명이미지
homework_bank,hw_answer,ANS_SHT,과제답,답안
homework_bank,hw_answer_img,CRANS_IMG,과제답이미지,정답이미지
homework_bank,is_view,INDCT_YN,"노출여부(Y,N)",표시여부
homework_bank,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
homework_bank,reg_date,CRT_DT,생성일,생성일시
homework_bank,upd_date,MDFCN_DT,수정일,수정일시
homework_bank,t_id,INSTR_ID,강사아이디,강사아이디
cms,cms_idx,CONTS_SN,컨텐츠인덱스,콘텐츠일련번호
cms,lec_menu_idx,,과정카테고리1차테이블인덱스,
cms,lec_menu_child_idx,,과정카테고리2차테이블인덱스,
cms,t_id,INSTR_ID,관리강사아이디,강사아이디
cms,cms_name,CONTS_NM,컨텐츠명,콘텐츠명
cms,cms_img,CONTS_IMG_PATH_NM,컨텐츠이미지파일경로,콘텐츠이미지파일경로명
cms,cms_sample,,컨텐츠맛보기컨텐츠경로,
cms,cms_time,EDU_HR,교육시간,교육시간
cms,cms_width,LEC_WIN_WID_LEN,학습창가로길이,학습창가로길이
cms,cms_height,LEC_WIN_HGT_LNG,학습창세로길이,학습창세로길이
cms,cms_file1,EDU_PLAN,교육계획서,교육계획서
cms,cms_file2,ASST FILE,보조교재,보조교재
cms,cms_file3,ETC_FILE,기타첨부파일,기타첨부파일
cms,cms_file4,ETC_FILE,기타첨부파일2,기타첨부파일
cms,cms_content1,DSCTN,소개(설명),설명
cms,home_cnt,ASMT_QTY,과제수,과제수
cms,home_score,ASMT_SCOR_SCR,과제배점,과제배점
cms,exam_cnt1,QITEM_QTY1,시험문제수(객관식),시험문항수
cms,exam_score1,TEST_SCOR_SCR1,시험배점(객관식),시험배점
cms,exam_cnt2,QITEM_QTY2,시험문제수(주관식),시험문항수
cms,exam_score2,TEST_SCOR_SCR2,시험배점(주관식),시험배점
cms,exam_cnt3,QITEM_QTY3,시험문제수(서술형),시험문항수
cms,exam_score3,TEST_SCOR_SCR3,시험배점(서술형),시험배점
cms,pro_rate,CRS_CRTR1,이수기준(진도율),이수기준(진도율)
cms,exam_rate,CRS_CRTR2,이수기준(시험),이수기준(시험)
cms,home_rate,CRS_CRTR3,이수기준(과제),이수기준(과제)
cms,pass_score,CRS_SCR,이수점수,이수점수
cms,cms_price_type,EDUCO_TYPE,교육비용타입(무료/유료),교육비용유형
cms,cms_price,EDUCO,교육비용,교육비용
cms,cms_days,EDU_DAY_CNT,교육일수(승인일로부터),교육일수
cms,is_view,INDCT_YN,"노출여부(Y,N)",표시여부
cms,state,APRV_YN,"승인상태(R,Y,N)",승인여부
cms,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
cms,reg_date,CRT_DT,생성일,생성일시
cms,upd_date,MDFCN_DT,수정일,수정일시
cms,exam_start_rate,응시율,시험응시율,응시율
cms,homework_start_rate,ASMT_RATIO,과제제출율,과제제출율
cms,certi_idx,ISSU_SN,수료증관리인덱스(PK),수료증발급일련번호
cms,confirm_auto,AUTO_APRV_YN,자동승인여부,자동승인여부
cms,is_advanced,IS ADVANCED,원격훈련기준적용여부,원격훈련기준적용여부
cms_chapter,cha_idx,CONTS_CHAPTER_SN,컨텐츠차시인덱스,콘텐츠차시일련번호
cms_chapter,cms_idx,CONTS_SN,컨텐츠테이블인덱스,콘텐츠일련번호
cms_chapter,cha_name,CONTS_CHAPTER_NM,차시명,차시명
cms_chapter,cha_rank,CONTS_RANK,차시순서,차시정렬순서
cms_chapter,is_view,INDCT_YN,"노출여부(Y,N)",표시여부
cms_chapter,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
cms_chapter,reg_date,CRT_DT,생성일,생성일시
cms_chapter,upd_date,MDFCN_DT,수정일,수정일시
cms_chapter_sch,sch_idx,CONTS_CHAPTER_EXPLN_SN,컨텐츠차시상세인덱스,콘텐츠차시상세일련번호
cms_chapter_sch,cha_idx,CONTS_CHAPTER_SN,컨텐츠차시테이블인덱스,콘텐츠차시일련번호
cms_chapter_sch,sch_name,CHAPTER_PAGE_NM,차시상세(페이지명),차시페이지명
cms_chapter_sch,sch_rank,CONTS_RANK,차시상세순서,차시정렬순서
cms_chapter_sch,sch_time,CHAPTER TIME,차시상세시간(초단위),차시상세시간
cms_chapter_sch,sch_url,CHAPTER_URL_ADDR,"차시상세URL(동영상,HTML연결)",차시상세URL
cms_chapter_sch,sch_m_url,CHAPTER_URL_ADDR,"차시상세모바일URL(동영상,HTML연결)",차시상세URL
cms_chapter_sch,is_del,DEL_YN,"삭제여부(N,Y)",삭제여부
cms_chapter_sch,reg_date,CRT_DT,생성일,생성일시
cms_chapter_sch,upd_date,MDFCN_DT,수정일,수정일시
